序号,年份,组合,试点,基本苗（万/亩）,最高苗（万/亩）,分蘖率(%),有效穗（万/亩）,成穗率（%）,株高（cm）,穗长（cm）,每穗总粒数,每穗实粒数,结实率(%),千粒重(g),播期（月/日）,栽期（月/日）,秧龄/天,始穗（月/日）,齐穗（月/日）,成熟期（月/日）,全生育期（天）
2179,2011,荣1优航8269,六安,3.6,17.4,383.3,12.9,74.1,118,23.7,166,148.3,89.3,26.8,4月28日,5月30日,32,8月4日,8月7日,9月8日,133
2180,2011,荣1优航8269,全椒,4,23.2,480,14.6,62.9,129.2,23.2,198.6,170.3,85.8,27.6,4月28日,6月3日,36,8月9日,8月11日,9月7日,132
2181,2011,II优58,省院,4.1,19.8,382.9,14.6,73.7,125,24,151.5,131,86.5,28.2,5月5日,6月7日,33,8月8日,8月12日,9月12日,130
2182,2011,II优58,凤阳,4.6,19.1,315.2,13.8,72.3,124,24.5,179.4,139.7,77.8,29.9,5月9日,6月16日,38,8月17日,8月19日,10月6日,150
2183,2011,II优58,芜湖,7.7,27.9,262.3,17.4,62.4,136.3,26.7,173.6,145.5,83.8,27.9,5月13日,6月13日,31,8月14日,8月18日,9月22日,132
2184,2011,II优58,六安,5,22.4,348,15,67,134.7,24.4,145.6,134.1,92.1,30.2,4月28日,5月30日,32,8月4日,8月7日,9月8日,133
2185,2011,II优58,全椒,4.4,25.6,481.8,12,46.9,140.3,25.3,195.7,170.4,87.1,30.9,4月28日,6月3日,36,8月4日,8月8日,9月6日,131
2186,2011,川香优116,省院,4.8,22,358.3,15.4,70,130,24.3,196.4,156.4,79.6,30.4,5月5日,6月7日,33,8月15日,8月19日,9月25日,143
2187,2011,川香优116,凤阳,3.7,23.1,524.3,16,69.3,125.8,24.1,185.5,135.1,72.8,30.3,5月9日,6月16日,38,8月29日,9月2日,10月23日,167
2188,2011,川香优116,芜湖,6.9,26.8,288.4,16.9,63.1,137.5,26.8,204.3,164.4,80.5,28.5,5月13日,6月13日,31,8月15日,8月18日,9月22日,132
2189,2011,川香优116,六安,3.5,17.3,394.3,12.3,71.1,134.3,24.5,205.5,175.3,85.3,29.1,4月28日,5月30日,32,8月11日,8月15日,9月16日,141
2190,2011,川香优116,全椒,4.6,27.8,504.3,13.4,48.2,139.5,25.2,199.4,145.5,73,30.5,4月28日,6月3日,36,8月14日,8月16日,9月18日,143
2191,2011,玉优9号,省院,5.2,19.8,280.8,14.4,72.7,123,26,187.3,149.7,79.9,28.3,5月5日,6月7日,33,8月17日,8月21日,9月26日,144
2192,2011,玉优9号,凤阳,4.2,23.5,459.5,14.4,61.3,117.4,26.8,190.6,148.3,77.8,28.8,5月9日,6月16日,38,9月4日,9月6日,10月24日,168
2193,2011,玉优9号,芜湖,7.4,29,291.9,17.1,59,133.8,27.8,186.4,148.3,79.6,26.7,5月13日,6月13日,31,8月22日,8月25日,9月27日,137
2194,2011,玉优9号,六安,4.5,21.6,380,14.1,65.3,129.7,26.6,201.2,158.7,78.9,26.5,4月28日,5月30日,32,8月11日,8月15日,9月16日,141
2195,2011,玉优9号,全椒,5,28.8,476,13,45.1,135.8,27.5,224.2,154.2,68.8,28.7,4月28日,6月3日,36,8月16日,8月20日,9月19日,144
2196,2011,Y两优3338,省院,4.5,22.4,397.8,13.4,59.8,124,26,211.6,180.6,85.3,26.5,5月5日,6月7日,33,8月17日,8月21日,9月21日,139
2197,2011,Y两优3338,凤阳,4.3,24.7,474.4,15,60.7,128.6,28.9,197.6,167.6,84.8,28,5月9日,6月16日,38,8月30日,9月2日,10月21日,165
2198,2011,Y两优3338,芜湖,6.8,26.6,291.2,16.7,62.8,134.7,26.1,184,154.9,84.2,25.3,5月13日,6月13日,31,8月19日,8月22日,9月25日,135
2199,2011,Y两优3338,六安,4,19.6,390,13.6,69.4,129.3,27.2,182.7,168.8,92.4,26.3,4月28日,5月30日,32,8月5日,8月9日,9月10日,135
2200,2011,Y两优3338,全椒,4.2,23.2,452.4,16,69,136.7,27.8,195.3,160.4,82.1,26.8,4月28日,6月3日,36,8月11日,8月15日,9月18日,143
2201,2011,Ⅱ优838（CK）,省院,5.1,22.4,339.2,14.9,66.5,128,24.8,149.9,124.4,83,28.6,5月5日,6月7日,33,8月13日,8月17日,9月22日,140
2202,2011,Ⅱ优838（CK）,凤阳,4.5,23.8,428.9,15.9,66.8,126,26.7,165.7,150.4,90.8,29,5月9日,6月16日,38,8月24日,8月27日,10月12日,156
2203,2011,Ⅱ优838（CK）,芜湖,7.5,27.4,265.3,17.3,63.1,135.7,25.9,177.8,147,82.7,28,5月13日,6月13日,31,8月14日,8月18日,9月22日,132
2204,2011,Ⅱ优838（CK）,六安,4.6,21.4,365.2,14.2,66.4,135.3,25,152.8,139,91,28,4月28日,5月30日,32,8月8日,8月12日,9月13日,138
2205,2011,Ⅱ优838（CK）,全椒,5,26.4,428,15.3,58,136.7,27,168.4,148,87.9,30,4月28日,6月3日,36,8月11日,8月14日,9月13日,138
2206,2011,荃优9312,省院,5.5,22.2,303.6,16.8,75.7,120,22,137,125.3,91.5,31.4,5月5日,6月7日,33,8月8日,8月11日,9月16日,134
2207,2011,荃优9312,凤阳,4.2,24.3,478.6,15.5,63.8,120.2,23.9,192,164.9,85.9,29.1,5月9日,6月16日,38,8月19日,8月21日,10月7日,151
2208,2011,荃优9312,芜湖,7,27.2,288.6,17.5,64.3,125.6,24.6,168.6,145.7,86.4,29.6,5月13日,6月13日,31,8月15日,8月19日,9月19日,129
2209,2011,荃优9312,六安,4.6,20.6,347.8,14.1,68.4,119,24.8,153.3,141,92,30.1,4月28日,5月30日,32,8月3日,8月7日,9月7日,132
2210,2011,荃优9312,全椒,5,30,500,14.8,49.3,127.6,25.2,185.5,150.6,81.2,31.6,4月28日,6月3日,36,8月7日,8月9日,9月9日,134
2211,2011,双九优26选,省院,4,23.6,490,15.4,65.3,125,22.5,168.2,133.9,79.6,29.5,5月5日,6月7日,33,8月11日,8月15日,9月18日,136
2212,2011,双九优26选,凤阳,4.3,21.2,393,15.1,71.2,118.7,24.8,183,164.5,89.9,30.1,5月9日,6月16日,38,8月22日,8月26日,10月20日,164
2213,2011,双九优26选,芜湖,5.9,25.1,325.4,16.4,65.3,131.8,25.9,171.5,136.2,79.4,28.2,5月13日,6月13日,31,8月15日,8月19日,9月20日,130
2214,2011,双九优26选,六安,3.8,18.1,376.3,12.4,68.5,134,25.2,181,166.5,92,29.6,4月28日,5月30日,32,8月4日,8月9日,9月9日,134
2215,2011,双九优26选,全椒,4.4,26.4,500,15,56.8,133.8,24.7,178.9,155.1,86.7,30.2,4月28日,6月3日,36,8月8日,8月11日,9月10日,135
2216,2011,Ⅱ优5号,省院,4.2,22.4,433.3,17.3,77.2,130,25.2,195,146.3,75,26.6,5月5日,6月7日,33,8月15日,8月19日,9月23日,141
2217,2011,Ⅱ优5号,凤阳,4.5,22.6,402.2,13.8,61.1,129.6,27.9,226.9,170,74.9,26.7,5月9日,6月16日,38,8月27日,9月1日,10月16日,160
2218,2011,Ⅱ优5号,芜湖,7.1,26.9,278.9,19,70.6,142.2,25.2,186.7,153.5,82.2,24.8,5月13日,6月13日,31,8月15日,8月20日,9月22日,132
2219,2011,Ⅱ优5号,六安,4.7,21,346.8,14.3,68.1,129.7,19.5,149,110.2,74,27.2,4月28日,5月30日,32,8月11日,8月15日,9月16日,141
2220,2011,Ⅱ优5号,全椒,4.4,28,536.4,15.8,56.4,144.2,25.6,190.3,145,76.2,26.8,4月28日,6月3日,36,8月14日,8月16日,9月16日,141
2221,2011,广占63S/700R,省院,5.4,23.2,329.6,15.6,67.2,118,22.8,153.2,122.6,80,26.1,5月5日,6月7日,33,8月8日,8月12日,9月16日,134
2222,2011,广占63S/700R,凤阳,3.9,25.2,546.2,15.3,60.7,123.6,22.5,183.8,144.3,78.5,26.8,5月9日,6月16日,38,8月23日,8月26日,10月14日,158
2223,2011,广占63S/700R,芜湖,6.7,27.5,310.4,17.6,64,133.8,26.3,202.5,161,79.5,25,5月13日,6月13日,31,8月19日,8月22日,9月22日,132
2224,2011,广占63S/700R,六安,4.7,21.6,359.6,14.2,65.7,127.7,21.5,163.7,149.7,91.4,27.8,4月28日,5月30日,32,8月3日,8月7日,9月8日,133
2225,2011,广占63S/700R,全椒,5.2,30,476.9,14.7,49,135.8,23.7,193.7,149.6,77.2,26.9,4月28日,6月3日,36,8月6日,8月10日,9月13日,138
2226,2011,Pi-2S/0389,省院,4.6,18.6,304.3,13.3,71.5,116,22.5,275.2,223.5,81.2,23.1,5月5日,6月7日,33,8月9日,8月13日,9月22日,140
2227,2011,Pi-2S/0389,凤阳,4.2,23.6,461.9,14.2,60.2,124.2,25.6,240.6,190.5,79.2,23.1,5月9日,6月16日,38,8月29日,9月1日,10月18日,162
2228,2011,Pi-2S/0389,芜湖,6.6,28.4,330.3,18.1,63.7,121,26.1,216.9,174.2,80.3,23.1,5月13日,6月13日,31,8月17日,8月21日,9月26日,136
2229,2011,Pi-2S/0389,六安,3.1,15.1,387.1,10.6,70.2,127.3,24.5,279.4,246,88,24.1,4月28日,5月30日,32,8月5日,8月9日,9月10日,135
2230,2011,Pi-2S/0389,全椒,4.8,27.2,466.7,14.7,54,123,24,227.6,164.1,72.1,24.7,4月28日,6月3日,36,8月10日,8月14日,9月16日,141
2231,2011,两优5916,省院,4.6,21.4,365.2,16.3,76.2,128,24,175.4,147.4,84,28.2,5月5日,6月7日,33,8月9日,8月13日,9月16日,134
2232,2011,两优5916,凤阳,3.5,23.5,571.4,14.9,63.4,129.3,25.3,203.5,175.2,86.1,27.4,5月9日,6月16日,38,8月23日,8月28日,10月17日,161
2233,2011,两优5916,芜湖,8.8,30.9,251.1,18.3,59.2,132.5,25.9,192.6,156.8,81.4,27.5,5月13日,6月13日,31,8月16日,8月20日,9月23日,133
2234,2011,两优5916,六安,4,18,350,13.8,76.7,135.3,24,158,145.2,91.9,28.7,4月28日,5月30日,32,8月2日,8月6日,9月6日,131
2235,2011,两优5916,全椒,4.2,25.2,500,13.4,53.2,134.5,28.1,217.7,176.8,81.2,29.5,4月28日,6月3日,36,8月7日,8月11日,9月12日,137
2236,2011,内香5A/蜀恢820,省院,4.7,20.6,338.3,16.8,81.6,127,24.5,132.6,112.1,84.5,30.1,5月5日,6月7日,33,8月11日,8月14日,9月15日,133
2237,2011,内香5A/蜀恢820,凤阳,4.1,24,485.4,16.2,67.5,120.7,28.7,194.9,147.8,75.8,29.6,5月9日,6月16日,38,8月20日,8月24日,10月9日,153
2238,2011,内香5A/蜀恢820,芜湖,8,28.8,260,16.8,58.3,128.3,26.3,167.8,135.7,80.9,28.8,5月13日,6月13日,31,8月16日,8月19日,9月18日,128
2239,2011,内香5A/蜀恢820,六安,5,23.2,364,15,64.7,127.3,27.2,149,133.5,89.6,30,4月28日,5月30日,32,8月3日,8月7日,9月7日,132
2240,2011,内香5A/蜀恢820,全椒,4.8,26,441.7,14,53.8,130.3,29.7,199.1,150.9,75.8,30.8,4月28日,6月3日,36,8月7日,8月10日,9月10日,135
2241,2012,强两优2115,省院,4.6,24,421.7,14.8,61.7,125,25,168.1,154.5,91.9,30.1,5月9日,6月4日,26,7月31日,8月4日,9月3日,117
2242,2012,强两优2115,凤阳,4,19.3,382.5,13.5,69.9,115.3,26.4,222.5,188,84.5,28.2,5月7日,6月13日,37,8月10日,8月13日,9月24日,140
2243,2012,强两优2115,芜湖,7.3,28.5,290.4,20,70.2,122.5,24.4,142.4,117.4,82.4,27.7,5月12日,6月12日,31,8月7日,8月10日,9月13日,124
2244,2012,强两优2115,六安,4.2,26.4,528.6,18.5,70.1,115.4,25.2,148.3,116.5,78.6,28.6,5月1日,5月31日,30,8月4日,8月9日,9月11日,133
2245,2012,强两优2115,全椒,5,31.4,528,16,51,128.4,23.9,175.9,132.3,75.2,29,4月27日,6月4日,38,8月7日,8月9日,9月3日,129
2246,2012,湘福优529,省院,5,26.8,436,12.8,47.8,121,26.5,196.3,164.9,84,26.3,5月9日,6月4日,26,7月31日,8月4日,9月12日,126
2247,2012,湘福优529,凤阳,3.3,18.6,463.6,13.8,74.2,115.2,24.8,238.3,188.5,79.1,26.1,5月7日,6月13日,37,8月12日,8月17日,9月30日,146
2248,2012,湘福优529,芜湖,7.5,29.6,294.7,18.2,61.5,124,24.5,170.6,135.6,79.5,25.2,5月12日,6月12日,31,8月8日,8月12日,9月16日,127
2249,2012,湘福优529,六安,2.8,21.6,671.4,15.8,73.1,110.6,25.4,170,150.1,88.3,26.4,5月1日,5月31日,30,8月5日,8月9日,9月11日,133
2250,2012,湘福优529,全椒,3.2,21.2,562.5,14.6,68.9,126,24.9,202,170,84.2,25.4,4月27日,6月4日,38,8月4日,8月8日,9月2日,128
2251,2012,创香5号,省院,3.4,29.2,758.8,17.4,59.6,124,26,154.7,111.2,71.9,21.4,5月9日,6月4日,26,8月6日,8月10日,9月16日,130
2252,2012,创香5号,凤阳,4,21.9,447.5,14.6,66.7,112.3,26.9,263.9,210.3,79.7,25,5月7日,6月13日,37,8月13日,8月17日,10月2日,148
2253,2012,创香5号,芜湖,6.4,27.8,334.4,19.1,68.7,122.9,26,203.2,154.7,76.1,23.8,5月12日,6月12日,31,8月10日,8月15日,9月23日,134
2254,2012,创香5号,六安,3,26,766.7,17.6,67.7,115.6,24.7,197,146.3,74.3,22.3,5月1日,5月31日,30,8月7日,8月11日,9月13日,135
2255,2012,创香5号,全椒,5.4,29.6,448.1,18.4,62.2,123.4,25.6,183.1,138.4,75.6,24.8,4月27日,6月4日,38,8月7日,8月10日,9月8日,134
2256,2012,渝优7109,省院,5.4,37.6,596.3,16.8,44.7,140,28,224.5,172.3,76.7,25.2,5月9日,6月4日,26,8月13日,8月17日,9月14日,128
2257,2012,渝优7109,凤阳,3.2,18.1,465.6,11.8,65.2,124.5,29.1,301.7,251.3,83.3,26,5月7日,6月13日,37,8月21日,8月24日,10月3日,149
2258,2012,渝优7109,芜湖,6.8,28.2,314.7,17.6,62.4,137.5,27.9,198.9,156.5,78.7,24.8,5月12日,6月12日,31,8月17日,8月21日,9月27日,138
2259,2012,渝优7109,六安,2.8,22.4,700,17.8,79.5,125.2,25.7,170.5,123.5,72.4,26.2,5月1日,5月31日,30,8月14日,8月17日,9月20日,142
2260,2012,渝优7109,全椒,4.2,26.2,523.8,14.4,55,138,25.9,206.4,144.8,70.2,25.4,4月27日,6月4日,38,8月17日,8月20日,9月18日,144
2261,2012,国两优817,省院,4,27.2,580,13,47.8,126,25,163.1,135.4,83,32.9,5月9日,6月4日,26,8月1日,8月5日,9月8日,122
2262,2012,国两优817,凤阳,3.9,19,387.2,12.3,64.7,125.4,23.8,227.7,194.5,85.4,31.3,5月7日,6月13日,37,8月14日,8月18日,10月2日,148
2263,2012,国两优817,芜湖,7.2,27.4,280.6,17.8,65,131,24.2,176.7,148.1,83.8,27.5,5月12日,6月12日,31,8月9日,8月13日,9月19日,130
2264,2012,国两优817,六安,3.8,25,557.9,15.6,62.4,125.8,24.4,177,146.8,82.9,30.1,5月1日,5月31日,30,8月4日,8月7日,9月9日,131
2265,2012,国两优817,全椒,5.8,30,417.2,14.6,48.7,132.8,24.5,186.2,139.8,75.1,29.3,4月27日,6月4日,38,8月8日,8月12日,9月9日,135
2266,2012,矮两优15号,省院,8.2,39.4,380.5,15.2,38.6,128,26,161.2,143.2,88.8,28.3,5月9日,6月4日,26,7月31日,8月5日,9月5日,119
2267,2012,矮两优15号,凤阳,4.7,19.2,308.5,13,67.7,119.7,27.8,289.1,230.1,79.6,26.1,5月7日,6月13日,37,8月15日,8月18日,10月1日,147
2268,2012,矮两优15号,芜湖,6.7,27.1,304.5,16.7,61.6,132.1,25.4,187.3,153.8,82.1,25.6,5月12日,6月12日,31,8月9日,8月13日,9月17日,128
2269,2012,矮两优15号,六安,3.4,22.2,552.9,18.4,82.9,118.1,26,174.8,122.3,70,27.7,5月1日,5月31日,30,8月6日,8月10日,9月12日,134
2270,2012,矮两优15号,全椒,2.8,21.6,671.4,14.4,66.7,132.6,27,180.4,139.9,77.5,27.3,4月27日,6月4日,38,8月8日,8月10日,9月3日,129
2271,2012,平均对照,省院,4.5,30.3,597.1,14.7,49.6,133.9,26.4,183,147.4,80.4,26.9,5月9日,6月4日,26,8月6日,8月11日,9月12日,127
2272,2012,平均对照,凤阳,3.8,19.4,421.3,13.5,70.2,123.8,25.4,239,198.7,83.6,27.6,5月7日,6月13日,37,8月18日,8月22日,10月2日,149
2273,2012,平均对照,芜湖,6.8,27,296.2,17.7,65.4,133.1,25.9,189.6,151.7,80,26,5月12日,6月12日,31,8月12日,8月16日,9月21日,133
2274,2012,平均对照,六安,3.4,23.6,606.8,16.4,69.9,128.8,25.7,186.3,149.4,80.1,26.5,5月1日,5月31日,30,8月9日,8月12日,9月15日,137
2275,2012,平均对照,全椒,4.1,27,568.5,15.2,56.8,140.5,25.6,200.8,148,73.8,26.5,4月27日,6月4日,38,8月11日,8月14日,9月11日,137
2276,2012,赣优明占,省院,3.8,27.4,621.1,17.8,65,138,26,137,111,81,28.4,5月9日,6月4日,26,8月12日,8月16日,9月20日,134
2277,2012,赣优明占,凤阳,4.4,21.2,381.8,15.4,72.6,129.3,23.5,162.8,140.7,86.4,30.9,5月7日,6月13日,37,8月22日,8月26日,10月6日,152
2278,2012,赣优明占,芜湖,6.3,26.7,323.8,17.3,64.8,141.7,25.8,168,130.3,77.6,28.4,5月12日,6月12日,31,8月17日,8月21日,9月26日,137
2279,2012,赣优明占,六安,4,26.4,560,17.4,65.9,141.5,23.1,170.3,134,78.7,27,5月1日,5月31日,30,8月15日,8月18日,9月21日,143
2280,2012,赣优明占,全椒,4.6,29.4,539.1,16,54.4,152.2,25.1,186.3,134.9,72.4,27.7,4月27日,6月4日,38,8月17日,8月20日,9月20日,146
2281,2012,冈优900,省院,4,25.8,545,13.2,51.2,152,28,241,192.3,79.8,26.7,5月9日,6月4日,26,8月14日,8月18日,9月19日,133
2282,2012,冈优900,凤阳,3,15.6,420,11.4,73.1,129,23.8,309.4,255.3,82.5,26.7,5月7日,6月13日,37,8月19日,8月23日,10月2日,148
2283,2012,冈优900,芜湖,7,26.2,274.3,16.4,62.6,139,24.7,191.9,144.9,75.5,26.6,5月12日,6月12日,31,8月17日,8月21日,9月25日,136
2284,2012,冈优900,六安,3.4,22.4,558.8,15.6,69.6,141.2,27.5,200.8,169.8,84.6,26.3,5月1日,5月31日,30,8月11日,8月14日,9月17日,139
2285,2012,冈优900,全椒,3.2,24.6,668.8,12.4,50.4,153,26.2,242.5,189.6,78.2,26.8,4月27日,6月4日,38,8月17日,8月19日,9月14日,140
2286,2012,川优888,省院,4,27.6,590,12.4,44.9,135,25.5,202.1,155.2,76.8,28.3,5月9日,6月4日,26,8月13日,8月17日,9月19日,133
2287,2012,川优888,凤阳,3.5,19.6,460,14.7,75,118.9,23.6,185.8,166.8,89.8,26.8,5月7日,6月13日,37,8月20日,8月25日,10月2日,148
2288,2012,川优888,芜湖,6.1,24.7,304.9,15.9,64.4,133.2,24.6,189.1,153.2,81,27.6,5月12日,6月12日,31,8月16日,8月19日,9月23日,134
2289,2012,川优888,六安,3.4,20.4,500,12.2,59.8,139.3,26.4,228.5,197.3,86.3,27,5月1日,5月31日,30,8月11日,8月14日,9月17日,139
2290,2012,川优888,全椒,3.8,25.8,578.9,12.6,48.8,143.4,23.7,213.4,133.4,62.5,27.5,4月27日,6月4日,38,8月16日,8月19日,9月16日,142
2291,2012,Y两优876,省院,5.2,47.2,807.7,18.8,39.8,135,27,155.9,136.9,87.8,25.4,5月9日,6月4日,26,8月9日,8月12日,9月13日,127
2292,2012,Y两优876,凤阳,3.6,22.4,522.2,14,62.5,123.5,26.2,251.2,198.4,79,28.3,5月7日,6月13日,37,8月20日,8月25日,10月3日,149
2293,2012,Y两优876,芜湖,7.4,27.9,277,17.2,61.6,133,28.3,202.9,160.1,78.9,25,5月12日,6月12日,31,8月13日,8月16日,9月23日,134
2294,2012,Y两优876,六安,2.6,23,784.6,15.4,67,134.5,29.3,191.8,158.3,82.5,26.4,5月1日,5月31日,30,8月10日,8月13日,9月15日,137
2295,2012,Y两优876,全椒,3.2,25.6,700,15.8,61.7,146.6,27.8,223.4,159.2,71.3,24.7,4月27日,6月4日,38,8月13日,8月16日,9月17日,143
2296,2012,慧两优6812,省院,2.6,26.6,923.1,14.6,54.9,148,25,215.1,167.5,77.9,25.2,5月9日,6月4日,26,8月8日,8月13日,9月16日,130
2297,2012,慧两优6812,凤阳,4.7,21.8,363.8,14.2,65.1,124.2,23.8,251,188.8,75.2,25.6,5月7日,6月13日,37,8月20日,8月24日,10月7日,153
2298,2012,慧两优6812,芜湖,7.3,26.8,267.1,18.7,69.8,131,26.1,213.8,165.4,77.4,24.7,5月12日,6月12日,31,8月13日,8月17日,9月24日,135
2299,2012,慧两优6812,六安,4,26.4,560,17.2,65.2,134.6,24.9,166.3,149.8,90.1,26.6,5月1日,5月31日,30,8月11日,8月15日,9月18日,140
2300,2012,慧两优6812,全椒,4.8,30.6,537.5,18,58.8,147.6,25.5,208.2,144.4,69.4,25.2,4月27日,6月4日,38,8月10日,8月13日,9月11日,137
2301,2012,Y两优1010,省院,5.2,40.4,676.9,17.4,43.1,136,28,162.1,121.1,74.7,25.8,5月9日,6月4日,26,8月9日,8月13日,9月13日,127
2302,2012,Y两优1010,凤阳,4.4,22.4,409.1,14.5,64.7,126.6,24.9,208,182.8,87.9,26.3,5月7日,6月13日,37,8月23日,8月26日,10月6日,152
2303,2012,Y两优1010,芜湖,5.9,25.2,327.1,18.1,71.8,138.4,28,195.9,158,80.7,26.3,5月12日,6月12日,31,8月14日,8月17日,9月23日,134
2304,2012,Y两优1010,六安,2.8,24,757.1,16.6,69.2,130.8,27.1,187.8,147.3,78.4,24.9,5月1日,5月31日,30,8月10日,8月13日,9月15日,137
2305,2012,Y两优1010,全椒,4,25.6,540,14.6,57,141,28.4,195.2,149.4,76.5,25.9,4月27日,6月4日,38,8月9日,8月13日,9月10日,136
2306,2012,G两优1号,省院,3.2,26.2,718.8,11.6,44.3,127,24.5,133.4,89.3,66.9,27.3,5月9日,6月4日,26,8月5日,8月9日,9月13日,127
2307,2012,G两优1号,凤阳,2.8,17.4,521.4,13.9,79.9,135.5,24.3,180,160.3,89.1,31.4,5月7日,6月13日,37,8月24日,8月28日,10月7日,153
2308,2012,G两优1号,芜湖,7.1,27.3,284.5,17.3,63.4,136.3,26.3,203.8,171.6,84.2,25.8,5月12日,6月12日,31,8月13日,8月17日,9月22日,133
2309,2012,G两优1号,六安,3.4,20.8,511.8,17.2,82.7,135.3,23.4,206.8,149.5,72.3,26.2,5月1日,5月31日,30,8月14日,8月17日,9月20日,142
2310,2012,G两优1号,全椒,3.4,25.6,652.9,15.8,61.7,150.4,23.6,192.8,138,71.6,27.7,4月27日,6月4日,38,8月14日,8月17日,9月15日,141
2311,2012,玉优12号,省院,4.8,19.4,304.2,10,51.5,140,29.5,248,209.1,84.3,25.6,5月9日,6月4日,26,8月7日,8月11日,9月10日,124
2312,2012,玉优12号,凤阳,3.1,14.4,364.5,11.8,81.9,134.3,26.8,254.4,225.4,88.6,27.5,5月7日,6月13日,37,8月22日,8月26日,10月2日,148
2313,2012,玉优12号,芜湖,6.7,24.7,268.7,16.8,68,140.5,26.8,210.1,173.7,82.7,24.9,5月12日,6月12日,31,8月13日,8月16日,9月24日,135
2314,2012,玉优12号,六安,4,23.4,485,14.8,63.2,135.5,26.8,218.3,179.5,82.2,24.9,5月1日,5月31日,30,8月6日,8月10日,9月12日,134
2315,2012,玉优12号,全椒,4.4,30.4,590.9,15.4,50.7,152,26.3,215.8,157.7,73.1,24.2,4月27日,6月4日,38,8月12日,8月16日,9月10日,136
2316,2012,香两优3301,省院,3,22.8,660,10.2,44.7,130,29,199.8,143.1,71.6,28,5月9日,6月4日,26,8月7日,8月11日,9月16日,130
2317,2012,香两优3301,凤阳,4.3,18.4,327.9,13.8,75,127.5,26.7,204.8,180,87.9,28.1,5月7日,6月13日,37,8月14日,8月18日,10月6日,152
2318,2012,香两优3301,芜湖,6.8,26.7,292.6,16.1,60.3,140.1,29.3,201.9,151.4,75,27.4,5月12日,6月12日,31,8月13日,8月17日,9月24日,135
2319,2012,香两优3301,六安,3.2,23.2,625,15.8,68.1,137.6,28.4,175.8,142.8,81.2,27.5,5月1日,5月31日,30,8月5日,8月9日,9月12日,134
2320,2012,香两优3301,全椒,3.8,28,636.8,16.6,59.3,125.2,28.6,183.6,143.6,78.2,27.9,4月27日,6月4日,38,8月10日,8月13日,9月17日,143
2321,2012,Y两优789,省院,7.4,32.6,340.5,17.2,52.8,139,28,182.8,137.6,75.3,23.3,5月9日,6月4日,26,8月9日,8月13日,9月17日,131
2322,2012,Y两优789,凤阳,3.4,23.6,594.1,14.8,62.7,120.1,27.8,222.7,192,86.2,26.3,5月7日,6月13日,37,8月21日,8月25日,10月2日,148
2323,2012,Y两优789,芜湖,7.3,28.6,291.8,18.8,65.7,133.7,27.2,203.3,165.5,81.4,24.2,5月12日,6月12日,31,8月18日,8月22日,9月26日,137
2324,2012,Y两优789,六安,5,27.8,456,15.8,56.8,132.4,30.1,177.2,150.1,84.7,28.1,5月1日,5月31日,30,8月11日,8月15日,9月18日,140
2325,2012,Y两优789,全椒,4.4,32.2,631.8,18.2,56.5,138.4,26.6,197.7,148.8,75.3,25.3,4月27日,6月4日,38,8月11日,8月16日,9月10日,136
2326,2012,两优1126,省院,4.6,24.8,439.1,12,48.4,130,28,220.7,186.1,84.3,29.3,5月9日,6月4日,26,8月6日,8月10日,9月17日,131
2327,2012,两优1126,凤阳,2.6,17.5,573.1,11.4,65.1,130.8,24,211.3,181.1,85.7,32.8,5月7日,6月13日,37,8月24日,8月28日,10月9日,155
2328,2012,两优1126,芜湖,5.6,22.4,300,15.5,69.2,125.4,26.3,194.2,157.9,81.3,29.2,5月12日,6月12日,31,8月13日,8月18日,9月24日,135
2329,2012,两优1126,六安,3.8,21.4,463.2,17,79.4,140,24.3,187.5,130.5,69.6,30.4,5月1日,5月31日,30,8月13日,8月16日,9月19日,141
2330,2012,两优1126,全椒,4,21.2,430,14.6,68.9,140.4,24.3,212.7,142.5,67,29.5,4月27日,6月4日,38,8月17日,8月20日,9月14日,140
2331,2012,两优2016号,省院,6.8,41,502.9,14.6,35.6,105,26,154.1,127,82.4,29.7,5月9日,6月4日,26,7月31日,8月3日,9月7日,121
2332,2012,两优2016号,凤阳,4.5,19.2,326.7,13,67.7,124.7,25.6,264.8,222.2,83.9,25.7,5月7日,6月13日,37,8月18日,8月24日,10月7日,153
2333,2012,两优2016号,芜湖,7.4,27.5,271.6,17.4,63.3,138.5,27.3,192.6,159.1,82.6,25.7,5月12日,6月12日,31,8月12日,8月15日,9月21日,132
2334,2012,两优2016号,六安,3.6,24.6,583.3,14.9,60.6,135.8,27.5,188.8,154.5,81.9,29.2,5月1日,5月31日,30,8月12日,8月16日,9月19日,141
2335,2012,两优2016号,全椒,3.8,30.2,694.7,16,53,140.4,22.6,186.4,149.2,80,26,4月27日,6月4日,38,8月12日,8月16日,9月13日,139
2336,2012,两优华363,省院,4,25.6,540,10,39.1,123,23.5,177.9,145.3,81.6,24.3,5月9日,6月4日,26,8月3日,8月7日,9月12日,126
2337,2012,两优华363,凤阳,4.4,20.3,361.4,12.9,63.5,126.3,23.2,256.2,212.1,82.8,27.1,5月7日,6月13日,37,8月14日,8月18日,10月2日,148
2338,2012,两优华363,芜湖,8,28.3,253.8,19.6,69.3,126.9,24.6,178.8,148.7,83.2,25.3,5月12日,6月12日,31,8月10日,8月13日,9月19日,130
